Longitude,Latitude,HouseAge,Population,MedInc,MedianHouseValue,AveBedrms,AveRooms,AveOccup
-117.97,33.77,25,856,2.7157,3.5,1.219298246,3.786549708,2.502923977
-117.97,33.77,22,1543,2.6618,1.796,1.07879925,4.210131332,2.894934334
-117.99,33.77,15,1617,3.4955,1.609,0.946524064,3.709447415,2.882352941
-117.98,33.77,7,1576,3.6333,1.698,1.036363636,4.094545455,2.865454545
-117.97,33.76,18,1301,3.1771,1.94,1.081300813,5.046070461,3.525745257
-117.98,33.77,22,2034,4.0955,1.742,1.016616314,4.888217523,3.072507553
-117.98,33.76,29,1086,4.32,1.969,0.984227129,4.788643533,3.425867508
-117.97,33.76,28,901,4.7464,1.875,0.925170068,4.714285714,3.06462585
-117.96,33.76,24,1012,4.2813,1.895,0.947712418,4.339869281,3.307189542
-117.96,33.76,22,2126,3.7734,1.939,1.055028463,4.781783681,4.034155598
-117.96,33.75,14,1814,2.7986,1.761,1.117001828,4.586837294,3.316270567
-117.95,33.76,29,1703,4.1295,1.88,1.067055394,5.332361516,4.965014577
-117.94,33.76,27,1861,4.2386,1.842,0.990215264,4.915851272,3.641878669
-117.94,33.76,33,1233,3.7232,1.762,1.018126888,4.35347432,3.725075529
-117.95,33.76,24,3196,4.3512,1.914,1.021383648,4.976100629,4.020125786
-117.94,33.75,30,4480,4.015,1.867,1.040952381,5.017142857,4.266666667
-117.96,33.75,25,852,4.6167,2.373,0.908296943,5.777292576,3.720524017
-117.96,33.75,22,1625,2.78,1.963,0.994464945,4.243542435,2.998154982
-117.95,33.75,19,1098,6.6355,2.761,1.029090909,7.210909091,3.992727273
-117.95,33.75,24,1405,5.1416,2.314,1.049853372,5.944281525,4.120234604
-117.97,33.76,27,1036,4.0508,1.839,0.942028986,4.962318841,3.002898551
-117.97,33.75,26,2709,3.9107,1.907,1.114197531,5.186728395,4.180555556
-117.97,33.75,32,973,3.75,1.904,0.931034483,5.393103448,3.355172414
-117.93,33.76,24,3308,4.1577,1.741,0.984593838,4.484593838,4.633053221
-117.93,33.75,24,1472,4.2219,1.628,1.115131579,4.539473684,4.842105263
-117.93,33.75,15,1666,3.5967,1.416,1.046956522,4.257391304,2.897391304
-117.93,33.76,17,3381,3.371,1.618,0.973333333,4.04969697,4.098181818
-117.93,33.76,21,2613,4.05,1.779,1.026356589,4.471317829,4.051162791
-117.92,33.75,8,1511,3.3629,1.375,1.05840708,4.115044248,2.674336283
-117.92,33.75,19,1413,4.0313,1.475,1.090277778,4.444444444,3.270833333
-117.89,33.77,29,1849,4.4732,1.948,0.946808511,5.482978723,3.934042553
-117.9,33.77,35,1726,3.9613,1.823,0.976744186,5.173126615,4.45994832
-117.91,33.77,26,4545,3.0902,1.904,1.048762191,4.168042011,3.409602401
-117.91,33.76,22,5254,3.8506,1.674,1.030203546,4.944845699,3.44977019
-117.92,33.76,26,662,2.8438,1.743,1.047337278,4.639053254,3.917159763
-117.91,33.76,20,4818,2.8594,2.151,1.118532455,4.151458137,4.532455315
-117.92,33.75,23,1149,2.6442,1.563,1.032407407,4.134259259,5.319444444
-117.92,33.75,32,1196,3.0625,1.428,0.990049751,3.930348259,5.950248756
-117.91,33.75,8,3842,3.0635,1.6,1.007418398,3.480712166,5.700296736
-117.93,33.74,15,677,3.9219,1.426,1.044444444,4.466666667,2.507407407
-117.93,33.74,30,1843,3.1403,1.53,0.929336188,3.541755889,3.946466809
-117.93,33.74,5,666,3.3017,0.875,1,3.243654822,3.38071066
-117.92,33.74,13,3385,3.1773,1.865,1.140667268,4.165915239,3.052299369
-117.92,33.74,18,2513,2.1838,1.597,1.072052402,3.57860262,5.486899563
-117.91,33.74,15,1394,3.3846,1.625,0.87704918,2.930327869,5.713114754
-117.92,33.74,24,4011,4.3882,1.893,1.015281757,5.082139446,3.830945559
-117.93,33.73,27,3009,3.9816,1.795,1.122476447,4.928667564,4.049798116
-117.94,33.74,24,3118,4.2222,2.072,1.052631579,5.323308271,3.90726817
-117.94,33.73,24,2468,5.2563,2.114,1.005602241,5.878151261,3.456582633
-117.95,33.74,16,1182,3.7162,2.012,1.065719361,4.91651865,2.09946714
-117.95,33.74,25,976,5.4485,2.252,0.991836735,5.685714286,3.983673469
-117.95,33.74,21,1846,5.9838,2.719,1.029739777,6.646840149,3.431226766
-117.98,33.7,17,1401,4.1603,1.605,0.907284768,4.390728477,3.092715232
-117.98,33.71,24,1101,4.4766,2.3,1.14004914,5.670761671,2.705159705
-117.99,33.71,19,1251,3.6696,2.188,1.205445545,4.868811881,3.096534653
-117.98,33.71,26,1098,4.8611,2.296,1.013586957,5.176630435,2.983695652
-117.96,33.68,26,731,6.0905,2.248,0.959016393,5.631147541,2.995901639
-117.97,33.68,23,865,4.6452,2.738,1.022653722,5.572815534,2.799352751
-117.96,33.68,25,1085,4.7656,2.307,1.017492711,5.842565598,3.163265306
-117.96,33.68,18,817,2.3674,2.192,1.111340206,5.348453608,1.684536082
-117.96,33.68,24,3441,4.25,1.521,1.067612688,5.439899833,2.872287145
-117.97,33.68,26,1930,5.7301,2.609,0.970940171,6.244444444,3.299145299
-117.95,33.69,26,817,4.875,2.304,1.011494253,5.429118774,3.130268199
-117.95,33.68,26,1311,5.0287,2.65,0.922252011,6.029490617,3.514745308
-117.95,33.68,27,1115,5.5312,2.392,0.983766234,5.623376623,3.62012987
-117.95,33.68,19,340,3.6364,2.528,1.201257862,6.465408805,2.13836478
-117.95,33.67,25,554,3.0417,1.373,1.171253823,4.926605505,1.694189602
-117.95,33.67,25,810,8.289,3.724,0.879245283,6.788679245,3.056603774
-117.95,33.66,26,639,6.8226,3.298,1.013392857,7.977678571,2.852678571
-117.95,33.66,22,1086,7.3719,3.374,1.125,7.104591837,2.770408163
-117.98,33.65,22,1500,3.7315,1.979,1.04867872,4.638386648,2.086230876
-117.98,33.65,18,436,4.2159,2.113,1.144444444,5.705555556,2.422222222
-117.98,33.65,22,1598,6.5501,2.949,1.007648184,6.868068834,3.055449331
-117.98,33.64,20,792,3.8187,1.375,1.363636364,5.099173554,2.181818182
-117.97,33.74,16,784,4.2566,1.392,1.055555556,4.819444444,2.177777778
-117.97,33.74,18,1439,3.599,2.62,1.093306288,5.707910751,2.918864097
-117.97,33.73,27,1217,5.7121,2.225,0.981873112,6.335347432,3.67673716
-117.97,33.73,26,885,5.0875,2.242,0.931899642,6.071684588,3.172043011
-117.96,33.74,19,1025,4.1484,2.3,1.083550914,4.65535248,2.676240209
-117.96,33.73,22,1454,6.6324,3.476,0.932377049,7.129098361,2.979508197
-117.97,33.73,19,2130,7.2845,3.018,0.950764007,7.052631579,3.616298812
-117.97,33.72,24,1437,5.4286,2.734,1.103752759,6.602649007,3.17218543
-117.95,33.72,21,1688,5.9582,2.88,0.960238569,6.17693837,3.355864811
-117.96,33.72,23,1858,6.8645,3.182,1.039033457,7.302973978,3.453531599
-117.93,33.73,19,1872,6.7919,2.956,1.022018349,7.377981651,3.434862385
-117.93,33.72,17,2095,7.6709,3.195,1.00862069,7.69137931,3.612068966
-117.92,33.73,17,934,4.4728,2.058,1.046428571,6.042857143,3.335714286
-117.92,33.73,14,3171,3.9929,2.258,1.04973357,4.571047957,2.81616341
-117.92,33.72,17,1520,5.5501,2.742,1.008032129,6.662650602,3.052208835
-117.96,33.71,19,2243,5.5702,3.426,1.050742574,5.356435644,2.775990099
-117.95,33.71,16,3285,3.4133,2.909,1.147157191,4.052173913,2.197324415
-117.96,33.71,19,782,4.5962,3.045,0.969298246,7.122807018,3.429824561
-117.95,33.71,20,1242,6.1092,3.065,0.99754902,6.816176471,3.044117647
-117.94,33.71,18,1779,5.9449,2.765,1.052447552,6.45979021,3.11013986
-117.93,33.71,10,1581,4.1366,1.588,1.132701422,4.383886256,2.497630332
-117.94,33.7,18,2471,6.1181,2.845,1.002793296,6.741620112,3.451117318
-117.95,33.69,24,1954,6.9261,2.846,1.035175879,7.150753769,3.273031826
-117.95,33.7,17,2585,5.343,2.319,1.009836066,6.318032787,2.825136612
-117.98,33.69,22,1774,7.0907,3.502,0.986717268,7.508538899,3.366223909
-117.97,33.69,21,1886,6.799,2.92,0.99827883,7.077452668,3.246127367
-117.98,33.7,16,2142,7.8195,3.905,1.058724832,8.602348993,3.593959732
-117.96,33.7,23,1865,5.3428,2.793,1.067821068,6.373737374,2.691197691
-117.96,33.7,23,1103,4.725,2.896,1.093366093,6.442260442,2.71007371
-117.96,33.69,20,1319,6.091,2.904,1.020833333,7.229166667,3.053240741
-117.96,33.69,17,1242,7.7313,3.167,0.932065217,6.793478261,3.375
-117.98,33.7,24,1736,6.3749,2.78,1.022312373,7,3.521298174
-117.98,33.71,24,1601,5.6825,2.646,1.0703125,6.69921875,3.126953125
-117.97,33.71,26,1337,5.3737,2.529,0.98540146,6.211678832,3.253041363
-117.97,33.71,25,1645,5.8195,2.861,0.961770624,6.585513078,3.309859155
-117.99,33.7,25,1063,4.0345,2.294,0.967479675,5.466124661,2.880758808
-117.98,33.7,17,952,4.4148,2.392,0.997067449,5.856304985,2.791788856
-117.99,33.69,17,1715,3.7479,2.13,1.094594595,5.084084084,2.575075075
-117.98,33.69,16,986,5.7117,2.472,1.037914692,5.774881517,2.336492891
-117.97,33.67,25,1809,5.6765,2.651,1.061093248,6.279742765,2.908360129
-117.97,33.66,22,1871,5.8541,2.815,0.988467875,6.448105437,3.082372323
-117.96,33.67,16,2209,7.0173,3.821,1.023547881,8.073783359,3.467817896
-117.96,33.66,19,2302,7.5699,3.333,1.020576132,8.127572016,3.157750343
-117.96,33.65,23,1826,7.0151,3.506,1.232432432,9.691891892,3.29009009
-117.97,33.65,26,988,5.3674,3.393,0.971098266,6.875722543,2.855491329
-117.97,33.63,25,960,6.1572,3.44,1.022727273,7.051136364,2.727272727
-117.96,33.65,24,1943,5.7395,2.898,0.967696629,6.266853933,2.728932584
-117.96,33.65,21,910,7.8453,3.433,1.022508039,6.52733119,2.926045016
-117.96,33.65,18,1549,4.0229,3.631,1.162698413,4.765873016,2.048941799
-117.98,33.61,17,836,6.8939,3.839,1.010416667,7.131944444,2.902777778
-117.97,33.73,18,2046,6.2984,2.698,0.93485342,6.022801303,3.332247557
-117.98,33.73,18,2192,3.4679,2.197,1.060240964,3.848393574,2.200803213
-117.98,33.72,24,1738,6.0494,2.404,1.001831502,5.175824176,3.183150183
-117.98,33.72,28,1891,5.2655,2.431,0.998220641,5.53202847,3.364768683
-117.98,33.67,7,2493,5.8252,2.647,1.066303361,5.144414169,2.264305177
-117.98,33.66,26,1615,6.1624,2.794,1.009225092,6.507380074,2.979704797
-117.97,33.67,17,2166,6.979,3.307,0.960960961,6.705705706,3.252252252
-117.97,33.66,14,1974,2.8061,1.803,1.072115385,4.879807692,1.581730769
-117.98,33.68,14,1542,7.3982,3.691,1.01059322,7.194915254,3.266949153
-117.98,33.68,24,1704,6.2473,2.819,1.02970297,6.892739274,2.811881188
-117.98,33.68,17,1265,6.8039,3.329,0.976439791,6.814136126,3.311518325
-117.97,33.68,16,2221,7.3731,3.908,0.959871589,7.235955056,3.565008026
-117.97,33.68,26,700,5.5105,2.321,1.211618257,6.705394191,2.904564315
-118.01,33.67,13,1125,5.888,4.477,1.093877551,5.92244898,2.295918367
-118.01,33.67,16,1644,5.041,3.976,1.007751938,4.626614987,2.124031008
-118.01,33.66,19,1949,4.355,4.292,1.148351648,5.00989011,2.141758242
-118,33.66,25,1689,4.2289,4.427,1.151785714,5.154336735,2.154336735
-118.02,33.65,38,755,2.8352,4.083,1.619047619,6.385964912,1.892230576
-117.99,33.68,13,1999,4.7245,2.736,1.002270148,4.540295119,2.269012486
-117.99,33.68,18,1047,3.5848,1.869,1.024390244,4.487804878,2.321507761
-117.99,33.67,15,1729,4.2165,2.346,1.048973144,4.962085308,2.731437599
-117.99,33.68,14,2272,3.4899,2.167,1.093628088,4.297789337,2.954486346
-117.99,33.67,19,1776,4.625,2.822,1.044973545,5.037037037,2.349206349
-117.99,33.67,12,1122,4.0385,3.5,0.981557377,4.56557377,2.299180328
-117.99,33.67,17,903,3.5859,2.625,1.009456265,4,2.134751773
-118,33.66,16,1260,3.2353,2.529,1.109717868,4.402821317,1.97492163
-117.99,33.66,29,613,4.6591,3.531,1.241525424,5.63559322,2.597457627
-117.99,33.66,14,951,3.0625,2.688,1.135652174,5.486956522,1.653913043
-118.02,33.62,11,1508,4.3409,2.714,1.106100796,5.263925729,2
-118.05,33.65,5,2427,10.1154,4.777,1.078431373,8.093425606,2.799307958
-118,33.68,12,2048,6.4858,2.854,1.044538706,5.557794274,2.171792153
-118,33.67,34,1521,4.8125,3.878,1.055379747,5.873417722,2.40664557
-118,33.71,19,2422,4.0121,2.797,1.059732235,4.951596292,2.494335736
-117.99,33.71,18,3031,2.7614,2.375,1.001733102,3.455805893,5.253032929
-117.99,33.71,17,1803,2.7865,2.167,1.060185185,3.703703704,4.173611111
-118.02,33.71,23,2408,5.3886,3.319,1.063034188,5.933760684,2.572649573
-118.02,33.7,23,2473,6.3047,2.857,1.00130039,6.591677503,3.215864759
-118.02,33.72,22,4404,4.4453,2.678,1.070263488,5.548306148,2.762860728
-118.01,33.73,23,1766,6.7418,3.025,0.981324278,6.9524618,2.998302207
-118.02,33.73,24,2743,5.1384,3.369,1.079470199,6.048249763,2.595080416
-118.03,33.72,24,2465,5.163,2.61,1.011627907,5.5,2.605708245
-118.04,33.72,24,3418,4.6649,2.378,1.048895899,5.63170347,2.695583596
-117.99,33.73,24,1181,3.8365,2.509,1.016908213,5.082125604,2.852657005
-118,33.73,26,809,6.7395,3.428,0.992907801,7.929078014,2.868794326
-117.99,33.73,20,1770,3.1912,2.208,1.082007344,3.894736842,2.166462668
-117.99,33.72,26,801,5.5514,2.557,1.018518519,6.618518519,2.966666667
-117.99,33.72,17,1473,4.2875,1.348,1.213084112,5.235514019,2.753271028
-117.99,33.72,14,1338,3.628,1.885,1.130526316,4.477894737,2.816842105
-118.01,33.71,18,3079,4.7515,2.956,1.087339744,5.260416667,2.467147436
-118.01,33.7,24,1741,7.248,3.027,0.964285714,6.557823129,2.960884354
-118.01,33.69,3,337,11.5199,5.00001,0.93495935,7.682926829,2.739837398
-117.99,33.7,13,1999,4.625,2.488,1.051222352,4.671711292,2.327124563
-117.99,33.69,16,886,5.3259,2.164,1.088888889,5.466666667,3.281481481
-117.99,33.69,12,1441,1.6705,3.5,1.088832487,3.147208122,1.828680203
-118.02,33.71,24,1184,5.8623,2.878,1.018390805,5.972413793,2.72183908
-118.03,33.7,15,1259,7.7854,3.953,1.01937046,7.85472155,3.04842615
-118.03,33.71,26,738,6,2.714,1.068085106,6.310638298,3.140425532
-118.07,33.67,13,2429,9.5268,4.379,0.990250696,7.139275766,3.383008357
-118.04,33.72,14,2222,4.7821,1.694,1.088265836,4.666666667,2.307372793
-118.05,33.72,14,1192,4.1862,1.889,1.047256098,4.074695122,1.817073171
-118.04,33.72,15,942,4.0238,1.825,1.027253669,3.849056604,1.974842767
-118.09,33.7,13,2261,5.883,2.951,0.99691358,4.907407407,2.326131687
-118.04,33.71,12,1605,6.0102,3.969,1.128738622,5.21976593,2.087126138
-118.09,33.75,32,2615,6.6188,3.8,1.025263158,6.567368421,2.752631579
-118.1,33.74,37,531,4.7773,4,0.929078014,3.535460993,1.882978723
-118.11,33.75,15,785,5.4011,3.464,1.70230608,5.385744235,1.645702306
-118.11,33.74,43,565,4.8482,5.00001,0.980582524,3.954692557,1.828478964
-118.09,33.74,44,871,4.6369,4.222,1.0626703,4.553133515,2.373297003
-118.11,33.75,24,592,5.0926,3.905,1,5.121019108,1.885350318
-118.1,33.74,33,872,4.537,4.955,1.12688172,4.556989247,1.875268817
-118.1,33.74,31,563,4.6528,4.571,1.103225806,4.225806452,1.816129032
-118.11,33.73,32,645,5.0476,5.00001,0.997005988,3.766467066,1.931137725
-118.1,33.74,32,934,4.2287,5.00001,1.015625,3.974609375,1.82421875
-118.07,33.72,24,513,4.9044,4.85,1.165354331,4.881889764,2.019685039
-118.07,33.72,32,369,5.1824,5.00001,1.196172249,5.641148325,1.765550239
-118.09,33.71,19,491,8.7397,5.00001,1.375634518,7.091370558,2.492385787
-118.06,33.72,17,1619,5.7704,5.00001,1.177135678,5.744974874,2.033919598
-118.05,33.71,25,1424,8.8281,4.616,1.042047532,7.586837294,2.603290676
-118.06,33.72,22,1426,9.8177,5.00001,0.996247655,8.088180113,2.675422139
-118.07,33.73,13,643,9.8346,4.017,1.0330033,6.01320132,2.122112211
-118.06,33.72,14,964,15.0001,5.00001,1.037617555,8.354231975,3.021943574
-118.06,33.73,16,1490,10.5424,5.00001,1.041522491,7.598615917,2.577854671
-118.08,33.72,14,696,7.1673,3.407,1.079019074,5.506811989,1.896457766
-118.05,33.73,25,1301,5.0699,2.661,0.96359743,5.293361884,2.785867238
-118.05,33.72,17,900,5.2589,2.261,1.162561576,4.618226601,2.216748768
-118.05,33.72,22,2260,3.8038,1.745,1.07347973,4.574324324,1.908783784
-118.09,33.77,26,515,1.8015,0.62,1.043367347,3.540816327,1.31377551
-118.08,33.77,26,971,2.1944,0.875,1.033088235,4.523897059,1.784926471
-118.08,33.77,26,664,2.2708,0.675,1.080392157,3.947058824,1.301960784
-118.08,33.77,26,960,1.9074,0.685,1.114799447,4.26417704,1.32780083
-118.08,33.76,25,743,1.4617,0.469,1.067001675,3.341708543,1.244556114
-118.09,33.76,26,533,1.808,0.585,1.062801932,3.925120773,1.287439614
-118.09,33.77,26,1829,1.7675,0.613,1.082555635,3.847092606,1.312993539
-118.08,33.76,26,692,1.6111,0.543,1.072490706,3.656133829,1.286245353
-118.08,33.76,26,366,1.2813,0.467,1.162939297,3.182108626,1.169329073
-118.08,33.76,27,193,2.0952,0.713,1.025806452,3.412903226,1.24516129
-118.09,33.77,27,847,1.7208,0.675,1.020733652,3.669856459,1.350877193
-118,33.76,26,1499,2.925,1.76,1.043577982,4.302752294,3.438073394
-118.01,33.75,30,2269,4.525,1.86,1.107361963,5.18404908,3.48006135
-118,33.75,26,1977,2.7589,1.375,1.051630435,3.755434783,5.372282609
-118,33.74,25,1148,6.394,3.167,0.930107527,7.438172043,3.086021505
-118.02,33.76,27,1781,4.25,2.148,1.046345811,5.178253119,3.174688057
-118.02,33.75,26,1596,5.7157,2.312,1.008421053,6.292631579,3.36
-118.03,33.76,25,2503,5.742,2.219,1.074683544,5.886075949,3.16835443
-118.04,33.76,16,878,7.0879,3.388,0.885521886,6.96969697,2.956228956
-118.04,33.75,16,1291,5.2001,2.356,1.058631922,6.118892508,2.102605863
-118.04,33.74,26,1274,5.3559,2.358,0.954648526,5.741496599,2.888888889
-118.02,33.74,26,1961,6.128,2.482,1.023529412,6.457142857,3.295798319
-118.02,33.73,26,1902,5.5599,2.341,1.021775544,6.216080402,3.185929648
-118.01,33.74,25,3613,6.0609,2.649,1.025974026,6.582792208,2.93262987
-117.98,33.75,24,2670,3.8158,1.8,1.038860104,5.006476684,3.458549223
-117.98,33.75,37,783,3.3438,1.996,1.003663004,4.63003663,2.868131868
-117.99,33.75,30,1314,3.0909,1.844,1.105263158,4.447368421,3.14354067
-117.98,33.74,29,2257,4.7404,2.075,1.024193548,5.553225806,3.640322581
-117.99,33.74,26,1960,4.506,2.4,1.00270636,5.50067659,2.652232747
-117.98,33.74,16,2341,4.4261,3.047,1.100606061,5.619393939,2.837575758
-117.99,33.73,17,2440,4.375,2.481,1.060913706,5.318781726,2.47715736
-117.98,33.73,22,2408,6.6539,2.849,0.945454545,6.412121212,3.648484848
-117.99,33.77,29,922,3.1902,2.024,1.047058824,5.145098039,3.615686275
-117.98,33.76,28,2066,4.0194,1.974,1.025157233,5.055031447,3.248427673
-117.99,33.76,30,1351,3.369,1.909,1.008356546,4.378830084,3.763231198
-117.99,33.76,17,1468,1.9439,1.777,1.054363376,3.640915594,2.100143062
-117.99,33.75,22,2357,3.3125,1.918,1.014804845,4.069986541,3.172274563
-117.98,33.76,23,1988,2.1375,1.5,1.092827004,3.276371308,4.194092827
-117.98,33.76,24,967,4.4545,1.925,0.968899522,4.497607656,2.313397129
-117.98,33.75,27,1537,5.1345,2.106,0.974178404,5.5,3.607981221
-118.02,33.77,34,1253,5.1507,2.075,1.041420118,6.25739645,3.707100592
-118.02,33.77,33,1520,5.0091,2.115,0.956140351,5.88377193,3.333333333
-118.02,33.76,25,1404,3.6289,1.958,1.049350649,4.568831169,3.646753247
-118.01,33.77,33,890,5.422,2.041,0.901515152,5.253787879,3.371212121
-118.01,33.77,32,995,5.8362,2.175,1.088235294,6.511029412,3.658088235
-118.01,33.76,35,1249,3.9855,1.919,1.100946372,6.536277603,3.940063091
-118.01,33.76,26,2038,2.2981,1.777,1.020512821,3.65982906,3.483760684
-118,33.77,24,687,3.4327,1.928,1.011363636,5.015151515,2.602272727
-118,33.76,29,1426,3.0263,1.942,1.001992032,3.948207171,2.84063745
-118,33.77,28,1155,3.5139,2.117,1.103070175,5.265350877,2.532894737
-118,33.76,14,982,2.9083,1.792,1.039087948,3.648208469,3.198697068
-118,33.76,12,1047,3.0625,2.088,0.991017964,3.74251497,3.134730539
-118.03,33.77,21,1511,3,2.212,1.083232811,4.587454765,1.822677925
-118.02,33.77,7,232,5.2077,1.813,1.102803738,5.476635514,2.168224299
-118.03,33.77,27,880,5.635,2.189,1.054421769,6.802721088,2.993197279
-118.03,33.77,24,1818,5.8053,2.559,0.981355932,6.457627119,3.081355932
-118.03,33.76,32,1370,5.0866,2.235,1.027027027,6.195426195,2.848232848
-118.04,33.76,25,1623,7.1572,2.949,1.034155598,7.705882353,3.079696395
-118.03,33.79,26,2932,5.8914,2.376,0.9921875,5.938616071,3.272321429
-118.03,33.79,32,1718,4.1548,2.166,1.037643208,5.222585925,2.811783961
-118.01,33.79,30,1277,5.4372,2.232,1.020253165,6.227848101,3.232911392
-118.02,33.78,28,1754,5.5446,2.289,1.009025271,6.092057762,3.166064982
-118.01,33.78,19,1160,5.9357,2.074,1.057522124,5.85840708,2.566371681
-118.03,33.78,26,836,5.1061,2.575,1.013422819,6.714765101,2.805369128
-118.01,33.78,26,1166,6,2.331,1.010723861,6.28150134,3.126005362
-118.03,33.78,25,1600,6.6453,2.701,0.983240223,6.618249534,2.979515829
-118.04,33.78,26,1623,5.8426,2.594,0.978910369,6.400702988,2.852372583
-118.04,33.78,25,1640,5.7705,2.471,1.005244755,6.494755245,2.867132867
-118.08,33.8,29,1457,6.0553,3.694,1.037225042,6.218274112,2.465313029
-118.07,33.8,34,1311,7.1221,3.845,1.007952286,6.930417495,2.606361829
-118.08,33.79,34,1127,7.6144,3.762,0.997474747,7.171717172,2.845959596
-118.09,33.78,26,852,6.6137,3.427,1.006756757,7.25,2.878378378
-118.07,33.79,34,967,5.8283,3.624,1.084985836,7.005665722,2.739376771
-118.09,33.79,31,1694,6.6312,3.601,0.990369181,6.791332263,2.719101124
-118.08,33.78,34,1051,5.5767,3.72,1.002890173,6.60982659,3.037572254
-118.08,33.78,30,1109,6.9324,3.647,0.973429952,6.95410628,2.678743961
-118.08,33.78,25,1969,5.0102,3.401,1.070874862,5.892580288,2.180509413
-118.02,33.79,23,3281,6.1142,2.404,1.028971029,6.361638362,3.277722278
-118.01,33.79,23,1499,5.7837,2.58,1.066997519,6.607940447,3.719602978
-118.02,33.8,24,32,5.875,1.938,1.75,10.5,4
-118.02,33.8,16,1379,8.4952,3.596,0.916083916,6.89044289,3.214452214
-118.01,33.8,16,1488,5.32,2.195,1.078461538,6.186153846,2.289230769
-118.05,33.78,18,1272,8.7015,3.909,0.955947137,7.519823789,2.801762115
-118.05,33.78,25,1098,6,3.535,1.08478803,7.760598504,2.738154613
-118.05,33.78,25,937,6.6264,3.591,1.012269939,7.226993865,2.874233129
-118.06,33.78,22,1637,7.3463,3.556,1.038817006,7.482439926,3.025878004
-118.04,33.8,33,1359,5.0261,2.451,0.978991597,5.640756303,2.855042017
-118.06,33.8,21,1215,4.8,1.969,1.056603774,4.603773585,2.547169811
-118.07,33.79,26,1936,6.4288,3.207,0.9984,7.0752,3.0976
-118.06,33.8,22,1015,4.1379,2.125,1.094059406,4.683168317,2.512376238
-118.06,33.8,20,937,3.6217,1.953,1.095394737,4.536184211,3.082236842
-118.07,33.8,17,1161,3.6442,1.931,1.041353383,4.584586466,2.182330827
-118.05,33.79,19,1260,3.2465,2.774,1.119873817,5.876971609,3.974763407
-118.04,33.84,21,3193,4.5395,2.56,1.066430469,5.866253322,2.828166519
-118.05,33.84,21,2295,6.983,3.297,0.998470948,7.47706422,3.509174312
-118.04,33.83,19,2318,4.6681,3.207,1.109625668,6.050802139,3.098930481
-118.04,33.82,26,2072,5.844,2.739,0.983024691,6.334876543,3.197530864
-118.04,33.83,20,972,4.055,2.019,1.102473498,5.25795053,3.434628975
-118.05,33.82,25,732,5.123,1.596,1.052830189,5.841509434,2.762264151
-118.06,33.82,25,965,4.5833,1.909,1.113253012,6.354216867,2.325301205
-118.06,33.81,25,1839,5.4216,2.63,0.943014706,6.428308824,3.380514706
-118.07,33.81,22,1305,8.5407,3.988,0.956521739,7.366847826,3.546195652
-118.07,33.8,22,810,3.8792,2.182,1.145762712,4.715254237,2.745762712
-118.08,33.81,21,577,3.3155,2.375,1.064393939,4.503787879,2.185606061
-118.03,33.82,17,770,5.6093,2.444,1.116129032,5.970967742,2.483870968
-118.03,33.82,17,1077,3.6815,2.453,1.043763676,4.765864333,2.356673961
-118.03,33.82,20,1275,6.0162,3.185,0.983050847,5.639830508,2.701271186
-118.02,33.82,19,1286,4.7466,2.583,1.013921114,5.765661253,2.983758701
-118.02,33.83,16,665,3.2933,2.6,1.131034483,3.927586207,2.293103448
-118.03,33.83,34,2072,4.225,1.984,0.945007236,4.635311143,2.998552822
-118.03,33.83,25,1668,4.625,2.296,1.04518664,5.952848723,3.277013752
-118.03,33.83,25,529,3.175,1.328,1.059782609,4.173913043,2.875
-118.06,33.83,22,2812,4.53,2.264,1.032321254,5.181194907,2.754162586
-118.05,33.83,24,2286,5.7018,2.867,1.019548872,6.490225564,3.437593985
-118.06,33.83,21,1897,4.88,3.439,0.97761194,5.882089552,2.831343284
-118.05,33.82,21,1323,8.6123,3.867,1,8.056451613,3.556451613
-118.06,33.83,17,1112,3.8512,1.638,1.02994012,3.938123752,2.219560878
-118.06,33.82,24,1568,4.6458,2.134,1.05799373,6.242946708,2.457680251
-118.04,33.81,22,2204,5.8527,2.41,0.970451011,6.309486781,3.427682737
-118.04,33.81,27,1849,5.6846,2.161,1.036217304,6.016096579,3.720321932
-118.05,33.81,26,1377,5.2542,2.346,0.971111111,5.606666667,3.06
-118.03,33.81,26,1779,5.7089,2.374,1.044198895,6.694290976,3.276243094
-118.03,33.86,19,1014,4.535,2.893,1.01863354,5.574534161,3.149068323
-118.04,33.85,24,1162,5.6094,2.792,0.977464789,6.290140845,3.273239437
-118.04,33.85,23,1646,5.777,3.159,0.981171548,6.552301255,3.443514644
-118.05,33.85,25,1212,6.1737,3.131,1.071823204,7.889502762,3.348066298
-118.04,33.85,18,1922,7.5057,3.285,1.003676471,6.669117647,3.533088235
-118.03,33.85,16,1347,3.8426,3.444,1.002570694,4.706940874,3.462724936
-118.01,33.83,29,2104,4.9803,2.086,1.039030956,5.333781965,2.831763122
-118.01,33.84,29,1724,3.9628,2.156,1.0830721,5.862068966,2.702194357
-118.03,33.84,28,2328,4.0156,1.96,1.03253012,4.646987952,2.804819277
-118.02,33.83,26,2257,3.1497,2.176,1.086479903,4.404384896,2.74908648
-118.02,33.82,21,1173,3.7885,2.045,1.055555556,4.75,2.715277778
-118.01,33.82,10,1992,4.1591,1.923,1.288600289,5.623376623,2.874458874
-118.01,33.81,18,3032,4.4583,1.901,1.016901408,4.918309859,2.846948357
